time_period,rainfall,mean_temperature,disease_cases,population,location
2019-10-28/2019-11-03,0.0003524960928947374,295.1903907366161,384.0,100308,esteli
2019-11-04/2019-11-10,0.0010528121920335286,295.3971197603573,298.0,100464,esteli
2019-11-11/2019-11-17,0.0009493693915022688,295.1537524961332,270.0,100007,esteli
2019-11-18/2019-11-24,0.0006817817379761652,295.547045905146,208.0,100158,esteli
2019-11-25/2019-12-01,5.363790339864807e-05,294.7421626831918,134.0,100212,esteli
2019-12-02/2019-12-08,0.00033137485044244406,294.923056571569,133.0,100663,esteli
2019-12-09/2019-12-15,0.00023452694065610171,295.45031236529775,78.0,100980,esteli
2019-12-16/2019-12-22,0.00014020835722612965,295.18675924108067,82.0,100808,esteli
2019-12-23/2019-12-29,0.00020143086982409437,295.6894947086237,58.0,100010,esteli
2019-12-30/2020-01-05,0.0004207573013421996,295.15165894073624,78.0,100515,esteli
2020-01-06/2020-01-12,0.001167037639415894,294.65551907194447,59.0,100632,esteli
2020-01-13/2020-01-19,0.00010789832595259001,294.99986239029187,61.0,100753,esteli
2020-01-20/2020-01-26,3.298775509769948e-05,296.2476208074678,93.0,100819,esteli
2020-01-27/2020-02-02,6.160997228813677e-05,296.28107651741766,95.0,100653,esteli
2020-02-03/2020-02-09,0.0001978394020809051,295.64420480868836,80.0,100133,esteli
2020-02-10/2020-02-16,2.890894545097897e-05,296.0197092324753,78.0,100562,esteli
2020-02-17/2020-02-23,0.00013316713066095139,296.8877437503677,69.0,100449,esteli
2020-02-24/2020-03-01,8.782646756897747e-05,296.155135053958,69.0,100049,esteli
2020-03-02/2020-03-08,0.00034198954064484477,295.80392862196175,56.0,100043,esteli
2020-03-09/2020-03-15,4.925176730677947e-05,296.3897516700939,49.0,100947,esteli
2020-03-16/2020-03-22,7.439335497433006e-05,296.51026784891167,22.0,100390,esteli
2020-03-23/2020-03-29,0.00038270361368683656,298.14722459723924,19.0,100213,esteli
2020-03-30/2020-04-05,5.737636839860387e-05,299.525345215937,15.0,100441,esteli
2020-04-06/2020-04-12,0.00026365463071926755,299.38343980203024,18.0,100309,esteli
2020-04-13/2020-04-19,0.0005268018945600528,299.1519654643162,41.0,100436,esteli
2020-04-20/2020-04-26,0.00011561492642067933,299.2280939773162,18.0,100648,esteli
2020-04-27/2020-05-03,0.00047607850844199993,299.36636346121634,33.0,100382,esteli
2020-05-04/2020-05-10,0.006730083277865815,297.8324441534863,15.0,100294,esteli
2020-05-11/2020-05-17,0.023790391449602852,297.0169638302531,19.0,100709,esteli
2020-05-18/2020-05-24,0.012610679244627256,296.1155251606321,21.0,100739,esteli
2020-05-25/2020-05-31,0.01786790537345249,294.32726629046664,17.0,100184,esteli
2020-06-01/2020-06-07,0.00395909171035843,296.13708553081347,28.0,100365,esteli
2020-06-08/2020-06-14,0.007414961865673273,295.4880427755629,17.0,100860,esteli
2020-06-15/2020-06-21,0.0014129696675536504,296.0164822352573,11.0,100744,esteli
2020-06-22/2020-06-28,0.004240642997500159,295.0321981434766,19.0,100794,esteli
2020-06-29/2020-07-05,0.003463099415929385,295.71752504113545,17.0,100186,esteli
2020-07-06/2020-07-12,0.0006897039139998766,295.8685179686063,35.0,100992,esteli
2020-07-13/2020-07-19,0.0016620237799902491,296.24675315608556,21.0,100686,esteli
2020-07-20/2020-07-26,0.004901348664574053,295.85070782741764,28.0,100527,esteli
2020-07-27/2020-08-02,0.0040574211040352096,296.32480744031375,32.0,100430,esteli
2020-08-03/2020-08-09,0.0007976400860580647,296.0258282818131,38.0,100395,esteli
2020-08-10/2020-08-16,0.011249004197590567,295.6184735898665,62.0,100207,esteli
2020-08-17/2020-08-23,0.009389704126974582,295.1243604251564,33.0,100771,esteli
2020-08-24/2020-08-30,0.005350191137403012,295.4471241296286,29.0,100434,esteli
2020-08-31/2020-09-06,0.00930987736998037,295.5606809259457,35.0,100780,esteli
2020-09-07/2020-09-13,0.010768496707525357,295.3212904082889,46.0,100281,esteli
2020-09-14/2020-09-20,0.005544652366967401,295.75678184072115,50.0,100585,esteli
2020-09-21/2020-09-27,0.010345062532924281,295.08780123645005,38.0,100670,esteli
2020-09-28/2020-10-04,0.012640089018574968,294.57602880285384,37.0,100153,esteli
2020-10-05/2020-10-11,0.004271662096458753,295.3107132746395,43.0,100493,esteli
2020-10-12/2020-10-18,0.01662210968960648,294.5485388191189,43.0,100091,esteli
2020-10-19/2020-10-25,0.01245160001969239,294.740011179727,44.0,100410,esteli
2020-10-26/2020-11-01,0.022273745802557046,293.37123790299086,22.0,100228,esteli
2020-11-02/2020-11-08,0.004109265874049779,294.61446251102365,37.0,100851,esteli
2020-11-09/2020-11-15,0.022562585492569707,294.0911104107187,34.0,100175,esteli
2020-11-16/2020-11-22,0.0024190883256638993,294.66911343867747,32.0,100910,esteli
2020-11-23/2020-11-29,0.00044726087753862716,294.3782058271867,37.0,100334,esteli
2020-11-30/2020-12-06,9.833108904011952e-05,293.3846973829184,16.0,100351,esteli
2020-12-07/2020-12-13,0.000854961527543566,294.20327382246757,21.0,100008,esteli
2020-12-14/2020-12-20,0.00010261733367908252,294.18207124897623,15.0,100643,esteli
2020-12-21/2020-12-27,0.00048108366772309604,293.46560754658884,,100796,esteli
2020-12-28/2021-01-03,0.00022938737541845796,294.1030045659656,30.0,100762,esteli
2021-01-04/2021-01-10,0.00012924332062789776,294.2754522037666,23.0,100291,esteli
2021-01-11/2021-01-17,0.0005093524921437774,294.31345809340246,15.0,100106,esteli
2021-01-18/2021-01-24,0.0003193538289701249,294.4365266694309,18.0,100617,esteli
2021-01-25/2021-01-31,1.6632160261189176e-05,294.0224083877651,31.0,100289,esteli
2021-02-01/2021-02-07,4.876241143832798e-05,295.3658149961937,36.0,100185,esteli
2021-02-08/2021-02-14,0.00010560579816711167,296.91865784515,24.0,100412,esteli
2021-02-15/2021-02-21,0.0002557223213673823,294.82739284299987,12.0,100017,esteli
2021-02-22/2021-02-28,0.0002062817423816796,295.0932373682104,14.0,100708,esteli
2021-03-01/2021-03-07,0.0007642505925340485,295.1943160050762,23.0,100931,esteli
2021-03-08/2021-03-14,0.002034626940639593,295.25352941170286,22.0,100926,esteli
2021-03-15/2021-03-21,5.379371193956952e-05,295.77090997247535,13.0,100262,esteli
2021-03-22/2021-03-28,0.0002806028827425884,296.0515589842607,16.0,100184,esteli
2021-03-29/2021-04-04,0.0010649186490624487,296.1319965222973,22.0,100269,esteli
2021-04-05/2021-04-11,0.0013706241860664556,297.1598024386305,16.0,100509,esteli
2021-04-12/2021-04-18,0.004781775575578859,296.6328442863025,16.0,100762,esteli
2021-04-19/2021-04-25,0.0001858081739414136,297.7387601929204,27.0,100989,esteli
2021-04-26/2021-05-02,0.0039016006018252098,296.48420832405066,21.0,100055,esteli
2021-05-03/2021-05-09,0.0011568648500248824,297.0008241034431,15.0,100038,esteli
2021-05-10/2021-05-16,0.0004184851840664504,298.263626542863,18.0,100998,esteli
2021-05-17/2021-05-23,0.0007331037204983492,297.2421106420694,21.0,100284,esteli
2021-05-24/2021-05-30,0.00039179865104845604,298.04729152288854,16.0,100836,esteli
2021-05-31/2021-06-06,0.00719350703710318,296.5452492849554,18.0,100664,esteli
2021-06-07/2021-06-13,0.015132487555249726,295.37792336584715,12.0,100524,esteli
2021-06-14/2021-06-20,0.0033836612003045586,296.2265155846431,29.0,100301,esteli
2021-06-21/2021-06-27,0.00858750556684917,295.51040134425773,24.0,100102,esteli
2021-06-28/2021-07-04,0.007711295183980081,295.6908417636507,23.0,100937,esteli
2021-07-05/2021-07-11,0.0017845674088102451,295.5275845791346,12.0,100770,esteli
2021-07-12/2021-07-18,0.0006060120006507179,296.3226255058991,17.0,100435,esteli
2021-07-19/2021-07-25,0.00234033254025281,296.45111521332865,28.0,100216,esteli
2021-07-26/2021-08-01,0.003560796906421752,296.137102485578,16.0,100058,esteli
2021-08-02/2021-08-08,0.0014237384092150279,296.31640324233257,11.0,100741,esteli
2021-08-09/2021-08-15,0.009143205126670136,295.9682775715325,14.0,100454,esteli
2021-08-16/2021-08-22,0.008375592197588485,295.59522972477015,10.0,100754,esteli
2021-08-23/2021-08-29,0.0076719340507438154,295.12371351968216,4.0,100427,esteli
2021-08-30/2021-09-05,0.01071894099702504,295.52812448818577,2.0,100646,esteli
2021-09-06/2021-09-12,0.0036039307497246465,295.6260694204812,3.0,100320,esteli
2021-09-13/2021-09-19,0.001826468002006134,296.1511300290517,2.0,100767,esteli
2021-09-20/2021-09-26,0.001545357168073825,295.7598824827106,10.0,100477,esteli
2021-09-27/2021-10-03,0.0035556989574627267,296.0143249126535,0.0,100863,esteli
2021-10-04/2021-10-10,0.006572555142423723,296.3921339383488,11.0,100211,esteli
2021-10-11/2021-10-17,0.01022382279396508,295.06108825091195,16.0,100518,esteli
2021-10-18/2021-10-24,0.0025704138757615238,295.85586352660533,1.0,100621,esteli
2021-10-25/2021-10-31,0.0017911148513012549,295.28718262129024,5.0,100640,esteli
2021-11-01/2021-11-07,0.00016005377122464391,295.05676327163366,7.0,100833,esteli
2021-11-08/2021-11-14,0.0008429915121591331,295.1543053561246,6.0,100985,esteli
2021-11-15/2021-11-21,0.0003656889537903034,295.4870256827015,7.0,100329,esteli
2021-11-22/2021-11-28,1.7021929055553045e-05,295.1710021550048,5.0,100279,esteli
2021-11-29/2021-12-05,0.00047915829932248524,295.43146906522077,7.0,100635,esteli
2021-12-06/2021-12-12,0.0007088437802812275,294.8436830326721,5.0,100995,esteli
2021-12-13/2021-12-19,0.0009234099511075655,295.0784750595991,5.0,100836,esteli
2021-12-20/2021-12-26,9.676714385915551e-05,295.03636034667585,5.0,100582,esteli
2021-12-27/2022-01-02,0.00012569540958511693,295.01544439365557,10.0,100603,esteli
2022-01-03/2022-01-09,6.376453078433265e-05,294.6703397716064,10.0,100448,esteli
2022-01-10/2022-01-16,0.00012455081403930278,294.87633848574944,13.0,100698,esteli
2022-01-17/2022-01-23,6.003576433088882e-05,295.0819848157424,24.0,100043,esteli
2022-01-24/2022-01-30,6.677582127552339e-05,294.41940938659764,14.0,100336,esteli
2022-01-31/2022-02-06,6.070412088043218e-05,295.42196930633816,23.0,100889,esteli
2022-02-07/2022-02-13,0.000190602406629563,295.1835604433351,31.0,100117,esteli
2022-02-14/2022-02-20,0.0008208062720948965,294.61207843209746,31.0,100743,esteli
2022-02-21/2022-02-27,1.5990091764332154e-05,295.5200142984118,19.0,100085,esteli
2022-02-28/2022-03-06,0.00014984078541752625,296.7126907496663,14.0,100659,esteli
2022-03-07/2022-03-13,0.0005234201472955179,296.8270437167694,14.0,100802,esteli
2022-03-14/2022-03-20,0.00013179466402078784,297.1080396559494,20.0,100319,esteli
2022-03-21/2022-03-27,0.00035993380262348194,297.07493133155435,17.0,100882,esteli
2022-03-28/2022-04-03,0.0008444375271651848,298.73220582469577,14.0,100073,esteli
2022-04-04/2022-04-10,0.00011380881645038536,297.3021124904997,11.0,100925,esteli
2022-04-11/2022-04-17,0.0024245263624231897,298.03114600091834,12.0,100555,esteli
2022-04-18/2022-04-24,0.008115755664199954,295.8315756729666,18.0,100822,esteli
2022-04-25/2022-05-01,0.006753637220034411,296.70297870347684,12.0,100930,esteli
2022-05-02/2022-05-08,0.0027831265654077197,297.02351394176793,33.0,100949,esteli
2022-05-09/2022-05-15,0.024950751676185268,296.97537595249787,39.0,100696,esteli
2022-05-16/2022-05-22,0.01618622301800973,295.0218513771663,49.0,100451,esteli
2022-05-23/2022-05-29,0.008694416794032309,294.8307102130047,32.0,100212,esteli
2022-05-30/2022-06-05,0.01588474326406442,294.65194713971476,47.0,100143,esteli
2022-06-06/2022-06-12,0.02215206625175044,293.7592841493435,54.0,100813,esteli
2022-06-13/2022-06-19,0.006833069119801264,294.53217144939725,52.0,100086,esteli
2022-06-20/2022-06-26,0.0006557855011986898,295.1514369030954,77.0,100423,esteli
2022-06-27/2022-07-03,0.0019323325198442537,295.40166154769554,80.0,100769,esteli
2022-07-04/2022-07-10,0.0017605122714356737,295.58329215693215,52.0,100070,esteli
2022-07-11/2022-07-17,0.0030141453186120003,295.85490512085573,63.0,100353,esteli
2022-07-18/2022-07-24,0.0028374109974433613,295.38233021232384,89.0,100567,esteli
2022-07-25/2022-07-31,0.0019016965814786732,295.0572876267357,86.0,100759,esteli
2022-08-01/2022-08-07,0.005355500891297125,295.20839352847173,103.0,100387,esteli
2022-08-08/2022-08-14,0.0044438307864903,295.4369073391273,119.0,100134,esteli
2022-08-15/2022-08-21,0.011764840932057484,295.3388611129113,106.0,100136,esteli
2022-08-22/2022-08-28,0.017791277217144217,294.7425460034388,106.0,100539,esteli
2022-08-29/2022-09-04,0.00604917440373863,295.36192054913477,101.0,100066,esteli
2022-09-05/2022-09-11,0.01035249852540668,294.8401859656435,65.0,100734,esteli
2022-09-12/2022-09-18,0.00861382297574212,294.46415182750826,111.0,100705,esteli
2022-09-19/2022-09-25,0.013839350966215424,294.4709897899635,115.0,100180,esteli
2022-09-26/2022-10-02,0.005778396204477937,294.8372897639557,116.0,100855,esteli
2022-10-03/2022-10-09,0.018286582182361875,294.3917282598066,77.0,100168,esteli
2022-10-10/2022-10-16,0.004523420181923039,295.1582340561073,113.0,100044,esteli
2022-10-17/2022-10-23,0.0006909318505374601,295.1234513950784,86.0,100206,esteli
2022-10-24/2022-10-30,0.0036729567832567726,294.929500809018,80.0,100516,esteli
2022-10-31/2022-11-06,0.007853025600789607,294.440037466362,70.0,100974,esteli
